Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
8496,46.328629,-96.061256,388,MN,396,Danaus,plexippus,monarch,Animalia,336,Dead caterpillars,1,2018,224,2458343,-9999,-9999,11,-9999,-9999,1,2018,224,2458343,-9999,-9999,12,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8496,46.328629,-96.061256,388,MN,396,Danaus,plexippus,monarch,Animalia,447,Caterpillars feeding,1,2018,176,2458295,-9999,-9999,17,-9999,-9999,1,2018,236,2458355,-9999,-9999,11,-9999,-9999,1,'25783',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8715,43.522804,-70.802277,207,ME,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),1,2018,149,2458268,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8715,43.522804,-70.802277,207,ME,199,Asclepias,syriaca,common milkweed,Plantae,500,Flowers or flower buds,1,2018,164,2458283,-9999,-9999,8,-9999,-9999,1,2018,195,2458314,-9999,-9999,23,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8715,43.522804,-70.802277,207,ME,199,Asclepias,syriaca,common milkweed,Plantae,501,Open flowers,1,2018,183,2458302,-9999,-9999,5,-9999,-9999,1,2018,195,2458314,-9999,-9999,23,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8715,43.522804,-70.802277,207,ME,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2018,218,2458337,-9999,-9999,23,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8715,43.522804,-70.802277,207,ME,396,Danaus,plexippus,monarch,Animalia,327,Active adults,1,2018,178,2458297,-9999,-9999,7,-9999,-9999,1,2018,178,2458297,-9999,-9999,5,-9999,-9999,1,'28194',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8715,43.522804,-70.802277,207,ME,396,Danaus,plexippus,monarch,Animalia,444,Migrating adults (in uniform direction),1,2018,178,2458297,-9999,-9999,7,-9999,-9999,1,2018,178,2458297,-9999,-9999,5,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8736,44.903229,-93.217445,254,MN,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2018,180,2458299,-9999,-9999,7,-9999,-9999,1,2018,259,2458378,-9999,-9999,3,-9999,-9999,1,'28352',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8736,44.903229,-93.217445,254,MN,396,Danaus,plexippus,monarch,Animalia,327,Active adults,1,2018,180,2458299,-9999,-9999,7,-9999,-9999,1,2018,259,2458378,-9999,-9999,3,-9999,-9999,1,'28352',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8736,44.903229,-93.217445,254,MN,1454,Eutrochium,maculatum,spotted joe pye weed,Plantae,482,Initial growth (forbs),1,2018,127,2458246,-9999,-9999,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8736,44.903229,-93.217445,254,MN,1454,Eutrochium,maculatum,spotted joe pye weed,Plantae,488,Leaves (forbs),1,2018,127,2458246,-9999,-9999,4,-9999,-9999,1,2018,289,2458408,-9999,-9999,5,-9999,-9999,1,'132645',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8736,44.903229,-93.217445,254,MN,1454,Eutrochium,maculatum,spotted joe pye weed,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,289,2458408,-9999,-9999,5,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8736,44.903229,-93.217445,254,MN,1454,Eutrochium,maculatum,spotted joe pye weed,Plantae,501,Open flowers,1,2018,193,2458312,-9999,-9999,1,-9999,-9999,1,2018,289,2458408,-9999,-9999,5,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8921,37.613838,-118.832924,2163,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,482,Initial growth (forbs),3,2018,128,2458247,6.17341972582,10.6926766216,5.33333333333,1.66666666667,2.88675134595,3,2018,158,2458277,0,0,7,0,0,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
8921,37.613838,-118.832924,2163,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,488,Leaves (forbs),3,2018,130,2458249,7,12.124355653,5.33333333333,1.66666666667,2.88675134595,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
8921,37.613838,-118.832924,2163,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,500,Flowers or flower buds,3,2018,167,2458286,2.33333333333,4.04145188433,9.33333333333,2.33333333333,4.04145188433,3,2018,216,2458335,2.33333333333,4.04145188433,7,0,0,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
8921,37.613838,-118.832924,2163,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,501,Open flowers,3,2018,188,2458307,4.66666666667,8.08290376865,7,0,0,3,2018,216,2458335,2.33333333333,4.04145188433,7,0,0,3,"'30544,30545,30546'",-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
8984,37.632114,-118.994278,2464,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,122,2458241,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8984,37.632114,-118.994278,2464,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,488,Leaves (forbs),2,2018,129,2458248,0,0,7,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
8984,37.632114,-118.994278,2464,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,500,Flowers or flower buds,3,2018,164,2458283,0,0,8,0,0,3,2018,215,2458334,6.17341972582,10.6926766216,9.33333333333,2.33333333333,4.04145188433,1,'104204',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
8984,37.632114,-118.994278,2464,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,501,Open flowers,3,2018,187,2458306,2.33333333333,4.04145188433,7,0,0,3,2018,215,2458334,6.17341972582,10.6926766216,9.33333333333,2.33333333333,4.04145188433,1,'104204',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
9024,35.566692,-106.106201,1848,NM,1332,Asclepias,latifolia,broadleaf milkweed,Plantae,482,Initial growth (forbs),2,2018,225,2458344,0,0,7,0,0,2,2018,296,2458415,6,8.48528137424,6,1,1.41421356237,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
9024,35.566692,-106.106201,1848,NM,1332,Asclepias,latifolia,broadleaf milkweed,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,2018,292,2458411,10.5,14.8492424049,8,1,1.41421356237,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9024,35.566692,-106.106201,1848,NM,1332,Asclepias,latifolia,broadleaf milkweed,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,2018,215,2458334,3.5,4.94974746831,7,0,0,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9024,35.566692,-106.106201,1848,NM,1332,Asclepias,latifolia,broadleaf milkweed,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,218,2458337,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9024,35.566692,-106.106201,1848,NM,1336,Asclepias,subverticillata,horsetail milkweed,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,232,2458351,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9024,35.566692,-106.106201,1848,NM,1336,Asclepias,subverticillata,horsetail milkweed,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,232,2458351,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9652,44.768246,-94.155746,25,MN,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2018,152,2458271,-9999,-9999,15,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10145,42.602543,-83.250992,272,MI,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2018,186,2458305,-9999,-9999,1,-9999,-9999,1,2018,186,2458305,-9999,-9999,1,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10145,42.602543,-83.250992,272,MI,396,Danaus,plexippus,monarch,Animalia,327,Active adults,1,2018,153,2458272,-9999,-9999,1,-9999,-9999,1,2018,287,2458406,-9999,-9999,2,-9999,-9999,1,'38919',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,482,Initial growth (forbs),1,2018,123,2458242,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,488,Leaves (forbs),1,2018,130,2458249,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,500,Flowers or flower buds,1,2018,151,2458270,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,195,Asclepias,tuberosa,butterfly milkweed,Plantae,501,Open flowers,1,2018,172,2458291,-9999,-9999,7,-9999,-9999,1,2018,235,2458354,-9999,-9999,7,-9999,-9999,1,'41734',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,482,Initial growth (forbs),1,2018,116,2458235,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,488,Leaves (forbs),1,2018,130,2458249,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,500,Flowers or flower buds,1,2018,144,2458263,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,197,Asclepias,incarnata,swamp milkweed,Plantae,501,Open flowers,1,2018,165,2458284,-9999,-9999,7,-9999,-9999,1,2018,214,2458333,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2018,108,2458227,-9999,-9999,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),1,2018,123,2458242,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2018,158,2458277,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,1,2018,186,2458305,-9999,-9999,7,-9999,-9999,1,2018,312,2458431,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,912,Liatris,spicata,dense blazing star,Plantae,482,Initial growth (forbs),1,2018,123,2458242,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,912,Liatris,spicata,dense blazing star,Plantae,488,Leaves (forbs),1,2018,130,2458249,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,912,Liatris,spicata,dense blazing star,Plantae,500,Flowers or flower buds,1,2018,151,2458270,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,912,Liatris,spicata,dense blazing star,Plantae,501,Open flowers,1,2018,186,2458305,-9999,-9999,7,-9999,-9999,1,2018,214,2458333,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,916,Lobelia,cardinalis,cardinalflower,Plantae,488,Leaves (forbs),1,2018,108,2458227,-9999,-9999,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,916,Lobelia,cardinalis,cardinalflower,Plantae,500,Flowers or flower buds,1,2018,200,2458319,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,916,Lobelia,cardinalis,cardinalflower,Plantae,501,Open flowers,1,2018,214,2458333,-9999,-9999,7,-9999,-9999,1,2018,256,2458375,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,931,Monarda,fistulosa,wild bergamot,Plantae,482,Initial growth (forbs),1,2018,88,2458207,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,931,Monarda,fistulosa,wild bergamot,Plantae,488,Leaves (forbs),1,2018,88,2458207,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,931,Monarda,fistulosa,wild bergamot,Plantae,500,Flowers or flower buds,1,2018,172,2458291,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,931,Monarda,fistulosa,wild bergamot,Plantae,501,Open flowers,1,2018,193,2458312,-9999,-9999,7,-9999,-9999,1,2018,221,2458340,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1034,Symphyotrichum,novae-angliae,New England aster,Plantae,482,Initial growth (forbs),1,2018,102,2458221,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1034,Symphyotrichum,novae-angliae,New England aster,Plantae,488,Leaves (forbs),1,2018,130,2458249,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1034,Symphyotrichum,novae-angliae,New England aster,Plantae,500,Flowers or flower buds,1,2018,242,2458361,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1034,Symphyotrichum,novae-angliae,New England aster,Plantae,501,Open flowers,1,2018,263,2458382,-9999,-9999,7,-9999,-9999,1,2018,305,2458424,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1186,Monarda,didyma,scarlet beebalm,Plantae,482,Initial growth (forbs),1,2018,88,2458207,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1186,Monarda,didyma,scarlet beebalm,Plantae,488,Leaves (forbs),1,2018,88,2458207,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1186,Monarda,didyma,scarlet beebalm,Plantae,500,Flowers or flower buds,1,2018,165,2458284,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1186,Monarda,didyma,scarlet beebalm,Plantae,501,Open flowers,1,2018,179,2458298,-9999,-9999,7,-9999,-9999,1,2018,249,2458368,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,488,Leaves (forbs),1,2018,116,2458235,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,500,Flowers or flower buds,1,2018,165,2458284,-9999,-9999,7,-9999,-9999,1,2018,193,2458312,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10585,41.433689,-81.693153,220,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,501,Open flowers,1,2018,172,2458291,-9999,-9999,7,-9999,-9999,1,2018,242,2458361,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10936,38.802597,-76.691757,17,MD,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2018,190,2458309,-9999,-9999,11,-9999,-9999,1,2018,222,2458341,-9999,-9999,10,-9999,-9999,1,'43535',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
